reason_1,reason_2,reason_3,reason_4,month_value,transportation_expense,age,body_mass_index,education,children,pets,probability,prediction
0,0,0,1,7,291,40,25,0,1,1,0.390948,0
0,0,0,1,7,279,39,24,0,2,0,0.489827,0
0,0,0,1,8,179,38,31,0,0,0,0.25959,0
0,0,0,1,8,179,40,22,1,2,0,0.217967,0
0,0,0,1,8,246,41,23,0,0,0,0.260656,0
0,0,0,1,8,118,37,28,0,0,0,0.144788,0
0,0,0,1,8,289,33,30,0,2,1,0.601747,1
0,0,0,1,8,235,43,38,0,1,0,0.526024,1
0,0,0,1,8,291,40,25,0,1,1,0.401804,0
0,0,0,1,8,179,38,31,0,0,0,0.25959,0
0,0,0,1,8,179,40,22,1,2,0,0.217967,0
0,0,0,1,8,330,28,25,1,0,0,0.498068,0
0,0,0,1,8,235,37,29,1,1,1,0.31501,0
0,0,0,1,8,246,41,23,0,0,0,0.260656,0
0,0,0,1,8,118,37,28,0,0,0,0.144788,0
0,0,0,1,8,291,40,25,0,1,1,0.401804,0
0,0,0,1,8,260,36,23,0,4,0,0.61585,1
0,0,0,1,9,246,41,23,0,0,0,0.269495,0
0,0,0,1,9,246,41,23,0,0,0,0.269495,0
0,0,0,1,9,118,37,28,0,0,0,0.150498,0
0,0,0,1,9,155,34,25,0,2,0,0.292449,0
0,0,0,1,9,291,40,25,0,1,1,0.412758,0
0,0,0,1,9,179,30,19,1,0,0,0.143098,0
0,0,0,1,9,248,47,32,0,2,1,0.460613,0
0,0,0,1,9,179,38,31,0,0,0,0.268406,0
0,0,0,1,9,225,28,24,0,1,2,0.281005,0
0,0,0,1,9,179,30,19,1,0,0,0.143098,0
0,0,0,1,9,369,31,25,0,3,0,0.812221,1
0,0,0,1,9,361,28,27,0,1,4,0.506024,1
1,0,0,0,10,289,49,36,0,0,2,0.827554,1
1,0,0,0,10,235,32,25,1,0,0,0.744571,1
0,0,0,1,10,246,41,23,0,0,0,0.278521,0
1,0,0,0,10,289,49,36,0,0,2,0.827554,1
0,0,0,1,10,291,40,25,0,1,1,0.423798,0
0,0,0,1,10,118,37,28,0,0,0,0.156392,0
0,0,0,1,10,289,49,36,0,0,2,0.403043,0
0,0,0,1,10,291,40,25,0,1,1,0.423798,0
0,0,0,1,10,225,28,24,0,1,2,0.290263,0
0,0,0,1,10,369,31,25,0,3,0,0.819044,1
0,0,0,1,10,369,31,25,0,3,0,0.819044,1
0,0,0,1,10,225,28,24,0,1,2,0.290263,0
0,0,0,1,10,369,31,25,0,3,0,0.819044,1
0,0,0,1,10,179,38,31,0,0,0,0.277409,0
1,0,0,0,10,228,58,22,0,2,1,0.671444,1
0,0,0,1,10,291,40,25,0,1,1,0.423798,0
1,0,0,0,10,369,31,25,0,3,0,0.969854,1
1,0,0,0,10,225,28,24,0,1,2,0.744043,1
1,0,0,0,10,369,31,25,0,3,0,0.969854,1
1,0,0,0,10,225,28,24,0,1,2,0.744043,1
0,0,0,1,10,189,33,25,0,2,2,0.27348,0
1,0,0,0,10,235,32,25,1,0,0,0.744571,1
1,0,0,0,10,248,47,32,0,2,1,0.863974,1
0,0,0,0,10,225,28,24,0,1,2,0.15019,0
1,0,0,0,10,225,28,24,0,1,2,0.744043,1
0,0,1,0,11,179,38,31,0,0,0,0.796503,1
0,0,0,1,11,118,37,28,0,0,0,0.162472,0
1,0,0,0,11,330,28,25,1,0,0,0.889888,1
0,0,0,1,11,179,38,31,0,0,0,0.286596,0
1,0,0,0,11,118,37,28,0,0,0,0.579629,1
0,0,0,1,11,289,33,30,0,2,1,0.633875,1
1,0,0,0,11,235,32,25,1,0,0,0.753105,1
0,0,0,1,11,225,28,24,0,1,2,0.299699,0
0,0,0,1,11,361,28,27,0,1,4,0.528681,1
0,0,0,1,11,291,40,25,0,1,1,0.434915,0
1,0,0,0,11,118,37,28,0,0,0,0.579629,1
1,0,0,0,11,225,28,24,0,1,2,0.752588,1
0,0,0,1,11,179,38,31,0,0,0,0.286596,0
0,0,0,1,11,118,37,28,0,0,0,0.162472,0
1,0,0,0,11,118,37,28,0,0,0,0.579629,1
0,0,0,1,11,225,28,24,0,1,2,0.299699,0
0,0,0,0,11,291,40,25,0,1,1,0.249585,0
0,0,0,0,11,289,33,30,0,2,1,0.427974,0
1,0,0,0,11,248,47,32,0,2,1,0.869219,1
0,0,0,0,11,235,43,38,0,1,0,0.354645,0
0,0,0,1,11,225,28,24,0,1,2,0.299699,0
0,0,0,1,11,369,31,25,0,3,0,0.825672,1
0,0,0,1,11,361,28,27,0,1,4,0.528681,1
1,0,0,0,12,179,38,31,0,0,0,0.749246,1
0,0,0,1,12,291,40,25,0,1,1,0.446098,0
0,0,0,1,12,225,28,24,0,1,2,0.309308,0
1,0,0,0,12,179,30,19,1,0,0,0.576283,1
0,0,0,1,12,225,28,24,0,1,2,0.309308,0
0,0,0,1,12,225,28,24,0,1,2,0.309308,0
1,0,0,0,12,361,28,27,0,1,4,0.892968,1
0,0,1,0,12,179,40,22,1,2,0,0.765039,1
0,0,0,1,12,235,43,38,0,1,0,0.570941,1
0,0,1,0,12,233,31,21,1,1,8,0.408546,0
1,0,0,0,12,179,30,19,1,0,0,0.576283,1
0,0,0,1,12,225,28,24,0,1,2,0.309308,0
0,0,0,1,12,225,28,24,0,1,2,0.309308,0
0,0,0,1,12,225,28,24,0,1,2,0.309308,0
0,0,1,0,12,155,34,25,0,2,0,0.821884,1
1,0,0,0,1,179,30,19,1,0,0,0.452245,0
1,0,0,0,1,179,30,19,1,0,0,0.452245,0
0,0,0,1,1,179,40,22,1,2,0,0.168656,0
0,0,0,1,1,179,40,22,1,2,0,0.168656,0
1,0,0,0,1,179,30,19,1,0,0,0.452245,0
0,0,0,1,1,179,40,22,1,2,0,0.168656,0
1,0,0,0,1,289,49,36,0,0,2,0.761334,1
0,0,1,0,1,179,40,22,1,2,0,0.664044,1
0,0,0,1,1,179,30,19,1,0,0,0.10407,0
0,0,1,0,1,155,34,25,0,2,0,0.736921,1
0,0,0,1,1,179,30,19,1,0,0,0.10407,0
0,0,0,1,1,179,38,31,0,0,0,0.20331,0
1,0,0,0,1,289,33,30,0,2,1,0.886584,1
0,0,0,1,1,179,38,31,0,0,0,0.20331,0
0,0,0,1,1,179,38,31,0,0,0,0.20331,0
1,0,0,0,2,179,38,31,0,0,0,0.654943,1
0,0,0,1,2,225,28,24,0,1,2,0.221471,0
1,0,0,0,2,248,47,32,0,2,1,0.81543,1
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,225,28,24,0,1,2,0.221471,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,179,30,19,1,0,0,0.108377,0
0,0,0,1,2,225,41,28,1,2,2,0.224868,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,1,0,2,233,31,21,1,1,8,0.30497,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
1,0,0,0,2,225,28,24,0,1,2,0.669092,1
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,225,28,24,0,1,2,0.221471,0
1,0,0,0,2,179,30,19,1,0,0,0.463508,0
0,0,0,1,2,179,40,22,1,2,0,0.175114,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
1,0,0,0,2,233,31,21,1,1,8,0.242486,0
0,0,0,1,2,179,30,19,1,0,0,0.108377,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
1,0,0,0,2,179,38,31,0,0,0,0.654943,1
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,155,34,25,0,2,0,0.231271,0
0,0,0,1,2,235,32,25,1,0,0,0.22195,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
1,0,0,0,2,225,28,24,0,1,2,0.669092,1
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,248,47,32,0,2,1,0.383313,0
0,0,0,1,2,225,28,24,0,1,2,0.221471,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,179,38,31,0,0,0,0.210758,0
0,0,0,1,2,235,32,25,1,0,0,0.22195,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,248,47,32,0,2,1,0.394095,0
0,0,0,1,3,228,58,22,0,2,1,0.173058,0
0,0,0,1,3,248,47,32,0,2,1,0.394095,0
1,0,0,0,3,228,58,22,0,2,1,0.597989,1
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,225,28,24,0,1,2,0.229393,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,225,28,24,0,1,2,0.229393,0
0,0,0,1,3,179,30,19,1,0,0,0.11284,0
0,0,0,1,3,235,32,25,1,0,0,0.229884,0
0,0,1,0,3,361,28,27,0,1,4,0.883746,1
1,0,0,0,3,179,38,31,0,0,0,0.665124,1
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,179,30,19,1,0,0,0.11284,0
1,0,0,0,3,179,38,31,0,0,0,0.665124,1
1,0,0,0,3,248,47,32,0,2,1,0.822162,1
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
1,0,0,0,3,225,28,24,0,1,2,0.67906,1
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,289,33,30,0,2,1,0.546334,1
0,0,0,1,3,228,58,22,0,2,1,0.173058,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,248,47,32,0,2,1,0.394095,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,179,30,19,1,0,0,0.11284,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,118,46,25,0,2,0,0.140209,0
1,0,0,0,3,155,34,25,0,2,0,0.691133,1
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
0,0,0,1,3,179,38,31,0,0,0,0.218405,0
1,0,0,0,3,179,30,19,1,0,0,0.474808,0
0,0,1,0,3,289,33,30,0,2,1,0.921465,1
0,0,0,1,3,369,31,25,0,3,0,0.767144,1
1,0,0,0,4,225,28,24,0,1,2,0.688868,1
1,0,0,0,4,118,37,28,0,0,0,0.500904,1
0,0,1,0,4,361,28,27,0,1,4,0.888327,1
0,0,1,0,4,248,47,32,0,2,1,0.86896,1
1,0,0,0,4,189,33,25,0,2,2,0.670822,1
0,0,0,1,4,179,30,19,1,0,0,0.117463,0
1,0,0,0,4,369,31,25,0,3,0,0.96079,1
0,1,0,0,4,179,40,22,1,2,0,0.206497,0
0,0,0,1,4,118,50,31,0,1,0,0.142673,0
0,0,0,1,4,361,28,27,0,1,4,0.449477,0
1,0,0,0,4,118,37,28,0,0,0,0.500904,1
0,0,0,1,4,235,37,29,1,1,1,0.277218,0
0,0,0,1,4,179,30,19,1,0,0,0.117463,0
0,0,1,0,4,225,28,24,0,1,2,0.752164,1
0,1,0,0,4,235,32,25,1,0,0,0.25909,0
0,0,0,1,4,179,30,19,1,0,0,0.117463,0
0,0,0,1,4,155,34,25,0,2,0,0.247797,0
0,0,1,0,4,225,28,24,0,1,2,0.752164,1
1,0,0,0,4,118,50,31,0,1,0,0.541885,1
0,0,0,1,4,179,30,19,1,0,0,0.117463,0
0,0,0,1,5,235,37,29,1,1,1,0.286401,0
0,0,1,0,5,225,41,28,1,2,2,0.764076,1
0,0,0,1,5,235,32,25,1,0,0,0.246343,0
1,0,0,0,5,118,37,28,0,0,0,0.512246,1
0,0,0,1,5,235,43,38,0,1,0,0.492016,0
1,0,0,0,5,179,30,19,1,0,0,0.497475,0
0,0,0,1,5,291,40,25,0,1,1,0.369566,0
1,0,0,0,5,225,41,28,1,2,2,0.702619,1
0,0,1,0,5,300,43,25,0,2,1,0.886761,1
0,0,0,1,5,225,41,28,1,2,2,0.249479,0
0,0,0,1,5,179,30,19,1,0,0,0.12225,0
0,0,0,1,5,118,50,31,0,1,0,0.148314,0
1,0,0,0,5,118,50,31,0,1,0,0.553126,1
0,0,0,1,5,118,37,28,0,0,0,0.128734,0
0,0,0,0,5,118,50,31,0,1,0,0.069987,0
0,0,0,1,5,179,30,19,1,0,0,0.12225,0
0,0,0,0,5,378,36,21,0,2,4,0.243081,0
0,1,0,0,5,179,40,22,1,2,0,0.214031,0
1,0,0,0,5,155,34,25,0,2,0,0.710163,1
1,0,0,0,5,235,32,25,1,0,0,0.699093,1
0,0,0,1,5,291,40,25,0,1,1,0.369566,0
1,0,0,0,5,179,40,22,1,2,0,0.633559,1
1,0,0,0,5,225,28,24,0,1,2,0.698509,1
1,0,0,0,5,330,28,25,1,0,0,0.860247,1
0,0,0,1,5,235,32,25,1,0,0,0.246343,0
0,0,0,1,5,291,40,25,0,1,1,0.369566,0
